long_name,age,height_cm,weight_kg,nationality,league_rank,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,body_type,real_face,release_clause_eur,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,num_traits,Atk_effort,Def_effort,player_versatility
Joe Lewis,32,198,85,0,1.0,72,72,1900000,5000,1,1,3,1,0,No,1900000,75.0,68.0,67.0,75.0,56.0,72.0,11,19,13,23,15,11,18,19,33,16,55,57,63,64,44,50,74,35,75,13,34,23,16,63,18,62,12,13,75,68,67,72,75,32,32,32,28,30,30,30,28,33,33,33,31,32,32,32,31,28,31,31,31,28,29,31,31,31,29,4,1,1,1
Johan Dahlin,33,192,94,10,1.0,72,72,1700000,5000,1,1,3,1,1,No,1700000,66.0,72.0,67.0,69.0,37.0,79.0,9,10,12,24,13,11,14,13,32,24,41,34,38,70,35,50,66,39,77,19,44,22,13,45,13,65,11,10,66,72,67,79,69,30,30,30,25,27,27,27,25,30,30,30,28,32,32,32,28,27,32,32,32,27,27,31,31,31,27,1,1,1,1
Bradley Guzan,35,193,95,9,1.0,72,72,850000,3000,0,2,2,1,1,Yes,850000,72.0,68.0,72.0,74.0,37.0,72.0,16,14,12,26,15,14,15,11,34,28,38,37,37,68,47,54,67,30,63,15,35,19,12,51,35,53,15,14,72,68,72,72,74,30,30,30,27,29,29,29,27,32,32,32,30,33,33,33,30,27,31,31,31,27,27,29,29,29,27,2,1,1,1
Brad Scott Jones,38,193,87,28,1.0,72,72,325000,13000,0,1,3,1,1,No,325000,71.0,69.0,68.0,70.0,54.0,74.0,19,17,11,28,11,18,13,12,18,22,52,55,25,73,30,51,70,40,72,11,32,23,17,30,35,56,13,13,71,69,68,74,70,33,33,33,28,30,30,30,28,30,30,30,32,29,29,29,32,31,30,30,30,31,31,31,31,31,31,2,1,1,1
Leonardo Fabián Burián Castro,36,188,81,16,1.0,72,72,525000,5000,1,1,3,1,1,No,525000,71.0,70.0,68.0,71.0,41.0,72.0,13,15,12,37,13,13,15,15,35,33,40,42,68,74,69,51,71,43,67,19,36,28,15,20,25,52,18,14,71,70,68,72,71,33,33,33,29,30,30,30,29,32,32,32,32,34,34,34,32,32,35,35,35,32,31,32,32,32,31,1,1,1,1
Marco André Rocha Pereira,33,184,79,15,1.0,72,72,1700000,4000,1,1,2,1,1,No,1700000,71.0,67.0,65.0,74.0,56.0,71.0,33,12,9,40,14,29,31,36,37,35,59,54,57,72,57,49,74,34,57,18,37,12,9,49,49,61,21,24,71,67,65,71,74,33,33,33,36,35,35,35,36,39,39,39,39,38,38,38,39,36,35,35,35,36,34,32,32,32,34,0,1,1,1
Rafael Wihby Bracali,39,185,78,5,1.0,72,72,325000,3000,1,1,2,1,1,No,325000,73.0,72.0,60.0,71.0,40.0,71.0,10,14,10,38,19,14,15,11,36,29,37,43,59,67,68,45,75,31,69,17,29,21,12,45,23,47,14,17,73,72,60,71,71,31,31,31,28,30,30,30,28,34,34,34,31,35,35,35,31,29,33,33,33,29,28,31,31,31,28,0,1,1,1
Denis César de Matos,33,188,86,5,1.0,72,72,1700000,6000,1,1,2,1,1,No,1700000,73.0,72.0,70.0,76.0,54.0,64.0,19,16,15,35,14,8,10,13,35,18,55,53,59,68,51,53,73,25,72,18,23,22,11,61,21,17,13,12,73,72,70,64,76,32,32,32,29,30,30,30,29,35,35,35,32,34,34,34,32,29,31,31,31,29,29,29,29,29,29,1,1,1,1
Ørjan Håskjold Nyland,29,193,90,12,1.0,72,72,2200000,29000,1,1,4,1,1,Yes,2200000,72.0,67.0,77.0,73.0,48.0,73.0,12,11,13,35,14,21,13,14,46,23,47,48,45,67,53,58,71,33,71,13,26,21,13,28,25,41,11,12,72,67,77,73,73,32,32,32,27,29,29,29,27,31,31,31,32,33,33,33,32,29,32,32,32,29,28,30,30,30,28,2,1,1,1
Sascha Burchert,30,187,78,1,2.0,72,72,2100000,6000,1,1,3,1,1,No,2100000,72.0,70.0,68.0,73.0,45.0,73.0,11,14,13,23,11,11,15,11,22,20,48,43,41,65,31,51,63,32,65,15,32,18,14,18,17,36,14,14,72,70,68,73,73,30,30,30,24,25,25,25,24,25,25,25,26,25,25,25,26,27,27,27,27,27,27,29,29,29,27,1,1,1,1
Bartolomé Nadal Mesquida,31,187,82,2,2.0,72,72,2000000,5000,1,1,3,1,1,No,2000000,69.0,70.0,68.0,75.0,39.0,72.0,14,14,18,27,14,13,19,16,25,23,40,38,35,70,36,51,67,34,66,17,25,23,8,40,23,52,13,12,69,70,68,72,75,30,30,30,25,27,27,27,25,29,29,29,29,30,30,30,29,29,31,31,31,29,29,31,31,31,29,1,1,1,1
Sean Johnson,31,190,98,9,1.0,72,72,2000000,5000,1,1,2,1,1,Yes,2000000,73.0,67.0,70.0,76.0,43.0,70.0,13,12,14,43,17,19,13,19,46,20,42,43,44,68,52,53,71,35,72,20,30,18,13,35,16,50,15,15,73,67,70,70,76,32,32,32,28,29,29,29,28,33,33,33,32,35,35,35,32,30,34,34,34,30,29,31,31,31,29,0,1,1,1
Kristoffer Nordfeldt,31,188,87,10,1.0,72,72,2000000,10000,1,2,3,1,1,Yes,2000000,71.0,66.0,69.0,74.0,50.0,74.0,11,13,13,41,11,14,20,11,26,24,52,49,58,72,46,52,83,33,74,12,24,23,15,34,13,28,13,15,71,66,69,74,74,33,33,33,29,30,30,30,29,33,33,33,32,32,32,32,32,30,31,31,31,30,29,30,30,30,29,0,1,1,1
Juan Carlos Martín Corral,32,187,82,2,2.0,72,72,1900000,6000,1,1,3,1,1,No,1900000,71.0,72.0,74.0,73.0,60.0,71.0,32,14,19,25,15,13,30,12,27,22,58,61,56,67,58,56,70,42,61,15,13,20,11,33,30,51,20,21,71,72,74,71,73,32,32,32,29,29,29,29,29,30,30,30,33,29,29,29,33,34,31,31,31,34,34,31,31,31,34,1,1,1,1
Daniel Jiménez López,30,179,72,2,2.0,72,72,2100000,6000,1,1,3,1,1,No,2100000,73.0,69.0,65.0,75.0,52.0,69.0,30,13,13,34,20,12,24,10,21,20,49,55,66,70,44,49,77,40,58,10,29,25,15,54,25,47,13,12,73,69,65,69,75,31,31,31,30,30,30,30,30,34,34,34,34,33,33,33,34,32,31,31,31,32,31,29,29,29,31,0,1,1,1
Benjamin Leroy,31,184,74,3,2.0,72,72,2000000,4000,1,1,3,1,0,No,2000000,71.0,71.0,70.0,72.0,39.0,72.0,12,13,12,23,10,14,11,19,14,18,39,39,37,69,40,53,55,28,40,11,25,11,9,40,22,56,12,17,71,71,70,72,72,28,28,28,24,26,26,26,24,27,27,27,26,26,26,26,26,25,24,24,24,25,25,24,24,24,25,2,1,1,1
林 昭大,33,195,93,6,1.0,72,72,1700000,6000,1,1,3,1,1,Yes,1700000,72.0,68.0,63.0,74.0,48.0,71.0,25,10,23,42,13,19,35,28,38,22,52,44,56,69,41,47,75,35,80,17,25,15,12,56,27,40,18,17,72,68,63,71,74,33,33,33,31,31,31,31,31,36,36,36,35,37,37,37,35,31,33,33,33,31,31,32,32,32,31,1,1,1,1
Manuel Riemann,31,186,83,1,2.0,72,72,2000000,10000,1,1,5,1,1,No,2000000,72.0,68.0,71.0,74.0,50.0,70.0,17,12,15,59,13,25,15,14,67,47,57,45,49,68,62,53,67,43,63,18,38,30,13,66,34,63,14,12,72,68,71,70,74,36,36,36,37,39,39,39,37,46,46,46,43,50,50,50,43,37,45,45,45,37,35,35,35,35,35,3,1,1,1
Cristian Emanuel Bălgrădean,32,187,83,21,1.0,72,72,1900000,9000,1,1,3,1,1,No,1900000,72.0,71.0,70.0,72.0,50.0,71.0,13,15,15,34,18,16,15,21,27,14,52,49,43,69,47,53,58,32,75,20,32,18,19,67,17,48,20,21,72,71,70,71,72,33,33,33,29,32,32,32,29,36,36,36,33,35,35,35,33,30,33,33,33,30,30,32,32,32,30,1,1,1,1
Sebastián Emanuel Moyano,29,188,78,4,1.0,72,72,2200000,8000,1,1,2,1,1,No,2200000,72.0,68.0,68.0,74.0,51.0,72.0,19,20,12,28,16,21,20,19,24,25,55,47,49,73,50,51,73,36,69,17,19,27,14,20,22,41,13,15,72,68,68,72,74,34,34,34,29,30,30,30,29,30,30,30,32,29,29,29,32,32,31,31,31,32,31,31,31,31,31,0,1,1,1
Munir Mohand Mohamedi,31,190,89,999,1.0,72,72,2000000,8000,1,1,3,1,1,No,2000000,70.0,72.0,66.0,72.0,45.0,73.0,21,19,23,30,13,19,25,16,33,31,45,45,43,69,44,50,65,43,77,11,24,22,15,42,25,50,21,18,70,72,66,73,72,35,35,35,30,32,32,32,30,34,34,34,34,34,34,34,34,32,34,34,34,32,32,33,33,33,32,0,1,1,1
Arnaud Bodart,22,186,80,25,1.0,71,78,2500000,6000,1,1,2,1,0,No,2500000,73.0,72.0,65.0,74.0,21.0,68.0,15,7,15,20,7,9,15,11,28,11,25,17,22,62,26,49,61,20,55,11,15,15,6,42,10,66,12,14,73,72,65,68,74,23,23,23,18,20,20,20,18,23,23,23,22,25,25,25,22,21,24,24,24,21,21,24,24,24,21,1,1,1,1
Brayan Josué Cortés Fernández,25,185,79,32,1.0,71,77,2400000,500,1,1,3,1,1,No,2400000,70.0,71.0,67.0,72.0,48.0,71.0,29,14,16,25,15,13,16,12,23,25,48,48,39,67,55,50,59,40,70,20,41,30,18,41,21,60,14,15,70,71,67,71,72,32,32,32,29,29,29,29,29,31,31,31,32,31,31,31,32,32,32,32,32,32,32,32,32,32,32,1,1,1,1
Dillon Phillips,25,188,76,0,3.0,71,76,2300000,5000,1,1,3,1,2,No,2300000,72.0,67.0,62.0,72.0,45.0,70.0,19,15,12,32,19,21,19,20,18,27,48,43,30,68,54,47,51,38,58,18,19,14,6,20,27,46,20,16,72,67,62,70,72,30,30,30,27,28,28,28,27,29,29,29,30,28,28,28,30,31,29,29,29,31,30,29,29,29,30,0,1,1,1
Mirko Pigliacelli,27,184,80,8,1.0,71,75,2200000,6000,1,1,3,1,1,No,2200000,71.0,69.0,83.0,71.0,48.0,66.0,18,19,11,35,9,21,14,19,52,32,49,47,35,67,37,62,64,35,60,14,23,23,10,57,62,53,22,19,71,69,83,66,71,34,34,34,31,34,34,34,31,37,37,37,36,39,39,39,36,33,37,37,37,33,32,32,32,32,32,2,1,1,1
Stole Dimitrievski,26,188,81,999,2.0,71,75,2200000,4000,1,1,2,1,1,No,2200000,72.0,70.0,68.0,70.0,37.0,74.0,11,20,14,23,15,18,17,17,27,19,35,38,44,62,43,51,60,40,72,17,17,21,15,51,21,53,19,17,72,70,68,74,70,31,31,31,26,28,28,28,26,31,31,31,29,31,31,31,29,28,30,30,30,28,28,30,30,30,28,1,1,1,1
Maxime Crépeau,26,183,88,999,1.0,71,75,2200000,4000,1,1,2,1,2,Yes,2200000,70.0,69.0,65.0,74.0,50.0,71.0,19,17,14,34,19,19,16,14,38,24,51,49,49,66,40,49,67,43,69,14,34,20,7,52,23,51,17,17,70,69,65,71,74,32,32,32,30,30,30,30,30,34,34,34,34,35,35,35,34,31,33,33,33,31,30,30,30,30,30,3,1,1,1
Jean Butez,25,188,75,3,1.0,71,75,2300000,9000,1,1,3,1,1,No,2300000,73.0,67.0,73.0,72.0,44.0,68.0,14,17,20,24,17,25,13,14,17,26,49,40,37,69,54,55,58,42,58,11,21,17,20,38,21,27,12,13,73,67,73,68,72,34,34,34,29,31,31,31,29,32,32,32,32,30,30,30,32,29,28,28,28,29,28,27,27,27,28,1,1,1,1
Adrián Ortolá Vañó,26,187,74,2,2.0,71,74,2100000,5000,0,1,5,1,0,No,2100000,70.0,68.0,74.0,73.0,51.0,70.0,19,14,16,45,10,18,30,18,48,28,49,52,54,63,62,56,72,43,54,17,20,19,12,62,29,60,13,16,70,68,74,70,73,33,33,33,32,33,33,33,32,39,39,39,37,40,40,40,37,33,35,35,35,33,32,29,29,29,32,2,1,1,1
Andreas Christopher Linde,26,196,93,10,1.0,71,74,2100000,4000,1,1,2,1,0,No,2100000,73.0,67.0,65.0,74.0,49.0,69.0,16,13,12,22,12,20,13,12,18,18,48,49,30,62,32,49,60,25,70,19,18,22,15,54,23,57,14,11,73,67,65,69,74,30,30,30,27,29,29,29,27,31,31,31,30,29,29,29,30,27,27,27,27,27,27,28,28,28,27,1,1,1,1
Marcel Schuhen,27,188,85,1,2.0,71,74,2100000,10000,1,1,3,1,1,No,2100000,73.0,68.0,68.0,75.0,52.0,67.0,19,19,14,30,14,22,15,20,28,27,55,50,47,67,48,51,64,40,78,13,26,18,17,55,26,63,16,18,73,68,68,67,75,35,35,35,32,33,33,33,32,36,36,36,35,35,35,35,35,32,32,32,32,32,31,31,31,31,31,0,1,1,1
Daniel Heuer Fernandes,27,188,81,15,2.0,71,74,2100000,7000,1,1,4,1,1,No,2100000,72.0,69.0,70.0,74.0,43.0,69.0,7,11,10,28,7,20,13,12,25,26,42,44,39,66,33,53,70,43,69,9,25,16,7,40,19,28,16,11,72,69,70,69,74,30,30,30,26,28,28,28,26,30,30,30,30,31,31,31,30,28,30,30,30,28,27,28,28,28,27,0,1,1,1
Gil Esaul Alcalá Barba,27,179,74,13,1.0,71,74,2100000,6000,1,1,2,1,1,No,2100000,71.0,70.0,62.0,72.0,59.0,73.0,18,17,18,24,16,13,13,17,22,19,59,59,56,65,65,47,69,40,66,19,22,11,12,37,21,43,12,19,71,70,62,73,72,32,32,32,28,28,28,28,28,30,30,30,31,28,28,28,31,29,27,27,27,29,30,29,29,29,30,0,1,1,1
Panagiotis Tsintotas,26,192,90,43,1.0,71,74,2100000,500,1,1,2,1,0,No,2100000,73.0,70.0,70.0,75.0,30.0,63.0,13,10,14,20,10,11,13,15,27,16,35,25,42,70,30,53,65,32,70,10,36,10,10,57,12,57,11,12,73,70,70,63,75,27,27,27,23,25,25,25,23,29,29,29,26,29,29,29,26,24,28,28,28,24,23,27,27,27,23,1,1,1,1
Marcus Bettinelli,28,194,82,0,2.0,71,73,2100000,9000,1,1,3,1,1,Yes,2100000,71.0,69.0,73.0,73.0,29.0,73.0,12,14,11,34,12,15,12,19,38,28,34,24,39,60,40,55,60,22,40,14,33,15,6,38,18,52,18,17,71,69,73,73,73,27,27,27,24,27,27,27,24,30,30,30,28,32,32,32,28,26,30,30,30,26,25,26,26,26,25,1,1,1,1
Maxime Dupé,27,186,85,3,2.0,71,73,2000000,4000,1,1,2,1,1,No,2000000,73.0,70.0,62.0,75.0,45.0,67.0,10,10,13,34,10,11,12,11,29,22,48,42,35,67,39,47,54,21,71,11,35,23,11,35,18,58,11,11,73,70,62,67,75,29,29,29,25,27,27,27,25,29,29,29,28,30,30,30,28,26,30,30,30,26,26,28,28,28,26,1,1,1,1
Martin Fraisl,27,187,79,22,2.0,71,73,2000000,4000,1,1,2,1,1,No,2000000,73.0,68.0,64.0,73.0,41.0,69.0,20,15,20,33,13,19,20,17,27,26,42,40,36,68,52,48,56,39,55,16,24,26,17,23,23,24,21,12,73,68,64,69,73,32,32,32,28,29,29,29,28,30,30,30,31,31,31,31,31,32,33,33,33,32,31,32,32,32,31,0,1,1,1
Stefan Marinović,28,191,95,999,1.0,71,73,2100000,3000,1,1,2,1,1,No,2100000,73.0,66.0,60.0,77.0,51.0,65.0,11,17,26,34,18,15,14,19,35,15,52,51,44,77,44,45,57,45,79,13,16,25,16,26,22,45,18,18,73,66,60,65,77,34,34,34,27,29,29,29,27,30,30,30,31,32,32,32,31,33,34,34,34,33,33,35,35,35,33,1,1,1,1
Philipp Kühn,27,188,95,1,2.0,71,72,1900000,7000,1,1,3,1,1,No,1900000,72.0,64.0,69.0,78.0,49.0,75.0,12,15,16,23,16,18,19,16,24,24,45,52,37,50,45,52,54,43,80,17,28,11,11,33,21,50,17,16,72,64,69,75,78,31,31,31,25,27,27,27,25,28,28,28,29,28,28,28,29,27,27,27,27,27,26,28,28,28,26,3,1,1,1
Mohammed Al Owais,28,187,79,23,1.0,71,72,2000000,18000,0,1,3,1,0,No,2000000,71.0,72.0,67.0,70.0,47.0,71.0,14,20,20,27,12,14,16,16,26,17,44,49,37,67,61,50,74,35,62,12,17,24,10,66,19,57,20,13,71,72,67,71,70,31,31,31,27,30,30,30,27,33,33,33,31,33,33,33,31,29,30,30,30,29,29,30,30,30,29,1,1,1,1
Luciano Darío Pocrnjic,38,192,86,4,1.0,71,71,240000,4000,1,1,3,1,1,No,240000,71.0,68.0,64.0,70.0,27.0,72.0,14,12,16,16,11,10,12,13,19,13,26,28,38,74,35,48,32,41,60,10,28,15,11,58,24,41,10,10,71,68,64,72,70,27,27,27,22,25,25,25,22,27,27,27,26,28,28,28,26,24,26,26,26,24,24,25,25,25,24,2,1,1,1
Cristian David Lucchetti,42,182,74,4,1.0,71,71,240000,4000,1,1,3,1,0,No,240000,72.0,69.0,76.0,70.0,43.0,69.0,23,13,23,34,18,24,27,30,32,35,40,45,44,71,45,57,62,35,55,16,45,17,16,51,54,41,22,13,72,69,76,69,70,34,34,34,32,34,34,34,32,37,37,37,36,37,37,37,36,32,35,35,35,32,31,33,33,33,31,4,1,1,1
Raïs M'Bolhi Ouhab,34,188,83,999,1.0,71,71,1000000,14000,1,1,3,1,1,No,1000000,71.0,67.0,65.0,77.0,48.0,67.0,13,10,12,45,14,10,13,13,42,16,57,41,66,71,56,49,78,44,75,13,45,17,12,42,22,68,13,10,71,67,65,67,77,30,30,30,28,28,28,28,28,33,33,33,32,35,35,35,32,30,34,34,34,30,29,30,30,30,29,1,1,1,1
Manuel Reina Rodríguez,35,186,81,2,2.0,71,71,650000,3000,1,1,3,1,1,No,650000,68.0,68.0,67.0,72.0,57.0,74.0,8,10,12,30,13,12,20,12,36,18,54,59,57,72,58,50,66,44,65,20,35,23,9,31,24,50,11,12,68,68,67,74,72,30,30,30,26,28,28,28,26,30,30,30,30,31,31,31,30,30,32,32,32,30,30,30,30,30,30,1,1,1,1
Carlos Felipe Rodríguez Rangel,31,184,80,13,1.0,71,71,1500000,8000,1,1,3,1,1,No,1500000,68.0,68.0,71.0,73.0,52.0,72.0,19,16,12,12,16,14,16,20,13,12,53,52,62,69,56,53,68,25,70,16,21,14,13,49,18,42,20,19,68,68,71,72,73,30,30,30,27,27,27,27,27,28,28,28,28,25,25,25,28,27,25,25,25,27,28,29,29,29,28,1,1,1,1
Martin Männel,32,183,80,1,2.0,71,71,1400000,5000,1,1,3,1,1,No,1400000,73.0,71.0,60.0,74.0,48.0,69.0,14,12,19,34,20,18,13,12,36,31,52,44,44,64,38,45,76,34,61,15,21,17,9,47,36,47,12,12,73,71,60,69,74,31,31,31,29,30,30,30,29,34,34,34,33,34,34,34,33,29,31,31,31,29,28,28,28,28,28,2,1,1,1
David González Giraldo,37,194,87,20,1.0,71,71,240000,1000,1,1,2,1,1,No,240000,69.0,70.0,66.0,73.0,37.0,72.0,12,12,11,23,13,11,14,18,22,25,35,39,44,66,26,50,62,26,73,12,44,24,15,50,15,45,11,12,69,70,66,72,73,30,30,30,25,27,27,27,25,30,30,30,28,30,30,30,28,26,30,30,30,26,26,31,31,31,26,1,1,1,1
Dušan Kuciak,35,194,87,999,1.0,71,71,650000,4000,1,1,2,1,1,No,650000,74.0,64.0,64.0,76.0,36.0,71.0,11,11,11,21,11,11,11,11,14,24,41,32,39,64,44,48,70,36,70,11,34,17,13,44,13,59,11,11,74,64,64,71,76,28,28,28,24,26,26,26,24,28,28,28,27,27,27,27,27,25,27,27,27,25,25,28,28,28,25,2,1,1,1
Eugenio Lamanna,30,187,80,8,2.0,71,71,1600000,500,1,1,2,1,1,No,1600000,68.0,70.0,66.0,73.0,31.0,70.0,19,19,17,35,19,18,12,17,37,24,29,33,39,69,38,50,61,26,52,16,30,14,11,31,24,65,14,13,68,70,66,70,73,31,31,31,27,28,28,28,27,31,31,31,30,32,32,32,30,26,29,29,29,26,26,26,26,26,26,1,1,1,1
Costel Fane Pantilimon,33,203,96,21,1.0,71,71,1300000,12000,1,1,2,1,0,Yes,1300000,67.0,71.0,72.0,72.0,37.0,70.0,19,11,16,38,13,15,15,12,36,22,35,38,33,67,22,54,34,31,78,15,40,27,12,38,21,65,19,17,67,71,72,70,72,31,31,31,26,28,28,28,26,31,31,31,30,33,33,33,30,30,35,35,35,30,30,33,33,33,30,1,1,1,1
Jörg Siebenhandl,30,183,81,22,1.0,71,71,1600000,10000,0,1,3,1,1,No,1600000,69.0,68.0,75.0,74.0,47.0,69.0,13,11,14,31,10,13,21,10,20,30,45,48,61,67,59,56,80,38,66,17,22,22,13,48,15,28,24,23,69,68,75,69,74,32,32,32,29,30,30,30,29,33,33,33,31,33,33,33,31,32,33,33,33,32,32,33,33,33,32,2,1,1,1
Raúl Omar Fernández Valverde,34,185,84,33,1.0,71,71,1000000,500,0,1,2,1,1,No,1000000,71.0,69.0,60.0,75.0,50.0,68.0,20,10,10,16,10,10,15,14,32,25,51,50,55,69,31,45,58,31,62,10,39,17,13,18,18,59,11,12,71,69,60,68,75,29,29,29,25,25,25,25,25,26,26,26,28,26,26,26,28,28,28,28,28,28,28,28,28,28,28,0,1,1,1
Daniel Martins Guimarães,33,191,74,5,1.0,71,71,1300000,6000,1,1,1,1,0,No,1300000,75.0,65.0,60.0,74.0,40.0,68.0,11,9,15,31,8,14,16,19,20,21,39,40,56,71,39,45,59,28,59,11,22,20,16,30,26,33,15,14,75,65,60,68,74,29,29,29,25,27,27,27,25,29,29,29,28,28,28,28,28,27,28,28,28,27,27,28,28,28,27,0,1,1,1
Rafael Garcia Tonioli Defendi,36,191,88,5,1.0,71,71,400000,3000,1,1,2,1,1,No,400000,68.0,70.0,69.0,71.0,34.0,73.0,15,10,10,32,14,11,12,18,20,24,33,34,33,69,32,52,59,27,70,14,26,25,18,58,14,51,18,14,68,70,69,73,71,30,30,30,26,29,29,29,26,32,32,32,29,33,33,33,29,28,31,31,31,28,27,30,30,30,27,1,1,1,1
Bernardo David Medina,32,186,80,29,1.0,71,71,1400000,500,1,1,2,1,1,No,1400000,76.0,66.0,60.0,75.0,47.0,66.0,17,12,20,25,17,14,14,15,22,22,48,46,34,71,55,45,51,44,62,20,23,22,19,13,29,37,20,20,76,66,60,66,75,32,32,32,26,27,27,27,26,27,27,27,29,27,27,27,29,31,29,29,29,31,31,30,30,30,31,0,1,1,1
東口 順昭,34,184,78,6,1.0,71,71,1000000,6000,1,1,3,1,1,Yes,1000000,68.0,70.0,75.0,69.0,33.0,73.0,12,8,11,17,9,8,14,10,28,12,34,32,34,68,46,56,59,45,54,6,26,12,12,25,15,26,12,14,68,70,75,73,69,26,26,26,19,22,22,22,19,22,22,22,24,24,24,24,24,26,27,27,27,26,26,27,27,27,26,0,1,1,1
Carlos Alberto Cáceda Oyaguez,28,185,78,33,1.0,71,71,1700000,500,1,1,2,1,1,No,1700000,69.0,69.0,65.0,72.0,29.0,71.0,10,8,12,23,8,11,11,12,21,17,33,26,31,71,48,49,67,32,56,9,29,6,5,25,18,49,12,11,69,69,65,71,72,25,25,25,20,22,22,22,20,23,23,23,24,24,24,24,24,23,25,25,25,23,23,25,25,25,23,0,1,1,1
Khalid Eisa Mohamed Bilal Saeed,30,178,64,999,1.0,71,71,1600000,500,1,1,3,1,1,No,1600000,70.0,65.0,59.0,77.0,48.0,72.0,14,9,13,22,9,12,10,11,21,20,51,46,56,71,53,44,73,27,46,8,18,13,8,50,19,49,11,11,70,65,59,72,77,27,27,27,26,27,27,27,26,30,30,30,29,28,28,28,29,26,25,25,25,26,26,24,24,24,26,2,1,1,1
Mateus Pasinato,28,192,86,5,1.0,71,71,1700000,7000,1,1,3,1,1,No,1700000,71.0,72.0,71.0,67.0,21.0,71.0,14,6,13,21,9,9,14,11,21,18,28,16,21,69,26,53,33,24,60,6,28,7,8,51,19,29,14,11,71,72,71,71,67,25,25,25,20,23,23,23,20,26,26,26,24,27,27,27,24,21,25,25,25,21,21,23,23,23,21,0,1,1,1
Ivan Zlobin,23,191,84,999,1.0,70,80,2300000,4000,1,1,2,1,1,No,2300000,68.0,66.0,61.0,71.0,29.0,72.0,11,9,14,26,5,11,14,11,18,20,30,28,55,74,35,46,52,25,59,9,28,10,5,43,15,38,13,13,68,66,61,72,71,26,26,26,23,24,24,24,23,28,28,28,25,27,27,27,25,24,26,26,26,24,23,26,26,26,23,1,1,1,1
Maarten Paes,22,191,82,7,1.0,70,80,2300000,6000,1,1,3,1,1,No,2300000,69.0,66.0,65.0,71.0,32.0,69.0,13,10,13,23,9,14,12,10,27,23,31,32,35,71,32,49,58,35,55,8,19,12,11,37,10,36,12,14,69,66,65,69,71,28,28,28,23,26,26,26,23,28,28,28,27,29,29,29,27,25,27,27,27,25,25,25,25,25,25,0,1,1,1
Noam Baumann,24,192,83,30,1.0,70,78,2000000,3000,1,1,2,1,0,No,2000000,69.0,68.0,68.0,74.0,23.0,69.0,13,9,13,19,5,12,12,12,21,25,28,18,39,59,32,51,60,24,69,6,20,12,5,47,11,53,11,11,69,68,68,69,74,25,25,25,21,23,23,23,21,26,26,26,24,26,26,26,24,23,27,27,27,23,23,27,27,27,23,2,1,1,1
Adrian Šemper,22,194,89,35,2.0,70,78,2000000,500,1,1,2,1,1,No,2000000,73.0,69.0,63.0,71.0,19.0,69.0,14,15,12,23,9,12,12,13,24,15,19,19,21,62,22,47,31,21,47,13,26,11,9,63,15,21,12,15,73,69,63,69,71,25,25,25,21,24,24,24,21,28,28,28,25,29,29,29,25,21,25,25,25,21,21,23,23,23,21,0,1,1,1
Patrick Pentz,23,182,81,22,1.0,70,76,1800000,7000,0,1,4,1,1,No,1800000,68.0,65.0,73.0,73.0,54.0,68.0,19,13,16,31,15,15,15,13,20,25,52,55,62,68,54,55,68,42,61,14,26,19,20,58,24,37,19,18,68,65,73,68,73,33,33,33,31,32,32,32,31,35,35,35,34,34,34,34,34,32,32,32,32,32,32,30,30,30,32,1,1,1,1
Kevin Broll,24,186,77,1,3.0,70,76,1800000,3000,1,1,2,1,1,No,1800000,72.0,65.0,44.0,73.0,15.0,70.0,10,7,12,21,5,12,11,12,23,17,15,15,26,70,33,33,54,25,49,8,16,18,7,45,13,60,12,11,72,65,44,70,73,22,22,22,19,21,21,21,19,25,25,25,23,27,27,27,23,22,25,25,25,22,21,23,23,23,21,0,1,1,1
Florian Kastenmeier,23,192,85,1,2.0,70,75,1800000,9000,1,1,3,1,1,No,1800000,72.0,65.0,68.0,71.0,25.0,66.0,10,6,14,15,5,12,14,14,19,18,26,25,21,69,28,51,57,25,68,9,16,20,8,42,12,32,10,13,72,65,68,66,71,26,26,26,20,23,23,23,20,24,24,24,23,25,25,25,23,23,25,25,25,23,23,26,26,26,23,0,1,1,1
Daniel Bentley,26,188,72,0,2.0,70,74,1700000,17000,1,1,3,1,0,No,1700000,75.0,64.0,66.0,72.0,44.0,69.0,18,11,11,44,13,17,12,12,23,30,46,43,51,67,41,50,74,31,68,13,24,22,12,48,22,55,11,13,75,64,66,69,72,31,31,31,30,31,31,31,30,35,35,35,33,34,34,34,33,32,34,34,34,32,30,32,32,32,30,2,1,1,1
